#Organism Name,Organism Groups,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,Host,CDS,Neighbors,Release Date,GenBank FTP,RefSeq FTP,Replicons
"Sulfitobacter phage pCB2047-C","Viruses;Other;Podoviridae","","PRJNA47511","GCA_000906855.1","Complete",0.040931,59," Unknown:NC_020856.2/HQ317384.2","bacteria",73,,"2013-03-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/906/855/GCA_000906855.1_ViralProj195472","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/906/855/GCF_000906855.1_ViralProj195472"," Unknown:NC_020856.2/HQ317384.2"
"Sulfitobacter phage pCB2047-A","Viruses;Other;Podoviridae","","PRJNA47513","GCA_000904375.1","Complete",0.040929,58.8," Unknown:NC_020858.2/HQ332142.2","bacteria",72,,"2013-03-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/904/375/GCA_000904375.1_ViralProj195473","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/904/375/GCF_000904375.1_ViralProj195473"," Unknown:NC_020858.2/HQ332142.2"
"Sulfitobacter phage phiCB2047-B","Viruses;Other;Schitoviridae","","PRJNA47515","GCA_000905995.1","Complete",0.074485,43," Unknown:NC_020862.2/HQ317387.2","bacteria",75,,"2013-03-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/905/995/GCA_000905995.1_ViralProj195474","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/905/995/GCF_000905995.1_ViralProj195474"," Unknown:NC_020862.2/HQ317387.2"
"Psychrobacter phage pOW20-A","Viruses;Other;Myoviridae","","PRJNA47519","GCA_000905395.1","Complete",0.040803,44.1," Unknown:NC_020841.1/JF974295.1","bacteria",71,,"2013-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/905/395/GCA_000905395.1_ViralProj195475","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/905/395/GCF_000905395.1_ViralProj195475"," Unknown:NC_020841.1/JF974295.1"
"Loktanella phage pCB2051-A","Viruses;Other;Casjensviridae","","PRJNA47541","GCA_000906875.1","Complete",0.056958,55," Unknown:NC_020853.1/HQ632859.1","bacteria",76,,"2013-03-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/906/875/GCA_000906875.1_ViralProj195476","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/906/875/GCF_000906875.1_ViralProj195476"," Unknown:NC_020853.1/HQ632859.1"
"Vibrio phage pYD21-A","Viruses;Other;Siphoviridae","","PRJNA47543","GCA_000904395.1","Complete",0.046917,43.9," Unknown:NC_020846.1/JF974287.1","bacteria",74,,"2013-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/904/395/GCA_000904395.1_ViralProj195477","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/904/395/GCF_000904395.1_ViralProj195477"," Unknown:NC_020846.1/JF974287.1"
"Aeromonas phage pIS4-A","Viruses;Other;Other","","PRJNA47545","GCA_002710125.1","Complete",0.047624,47.3,"NC_042037.1/JF974294.1","bacteria",78,,"2013-06-10T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/710/125/GCF_002710125.1_ASM271012v1","NC_042037.1/JF974294.1"
"Vibrio phage pYD38-A","Viruses;Other;Other","","PRJNA47547","GCA_000908715.1","Complete",0.047552,47.3," Unknown:NC_021534.1/JF974312.1","bacteria",77,,"2013-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/908/715/GCA_000908715.1_ViralProj209063","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/715/GCF_000908715.1_ViralProj209063"," Unknown:NC_021534.1/JF974312.1"
"Pseudoalteromonas phage pYD6-A","Viruses;Other;Schitoviridae","","PRJNA47549","GCA_000906015.1","Complete",0.076802,38.7," Unknown:NC_020849.1/JF974296.1","bacteria",99,,"2013-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/906/015/GCA_000906015.1_ViralProj195478","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/906/015/GCF_000906015.1_ViralProj195478"," Unknown:NC_020849.1/JF974296.1"
"Paenibacillus phage PG1","Viruses;Other;Siphoviridae","","PRJNA47551","GCA_000908775.1","Complete",0.037644,42.4," Unknown:NC_021558.1/HQ332138.1","bacteria",67,,"2013-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/908/775/GCA_000908775.1_ViralProj209208","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/775/GCF_000908775.1_ViralProj209208"," Unknown:NC_021558.1/HQ332138.1"
"Rhizobium phage RR1-A","Viruses;Other;Myoviridae","","PRJNA47553","GCA_000910255.1","Complete",0.053102,57.2," Unknown:NC_021560.1/JF974314.1","bacteria",68,,"2013-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/910/255/GCA_000910255.1_ViralProj209209","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/255/GCF_000910255.1_ViralProj209209"," Unknown:NC_021560.1/JF974314.1"
"Rhodobacter phage RC1","Viruses;Other;Siphoviridae","","PRJNA47555","GCA_000905415.1","Complete",0.039573,62.3," Unknown:NC_020839.1/JF974308.1","bacteria",56,,"2013-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/905/415/GCA_000905415.1_ViralProj195479","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/905/415/GCF_000905415.1_ViralProj195479"," Unknown:NC_020839.1/JF974308.1"
"Rhodovulum phage RS1","Viruses;Other;Siphoviridae","","PRJNA47557","GCA_000906895.1","Complete",0.040231,62.1," Unknown:NC_020866.1/JF974307.1","bacteria",56,,"2013-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/906/895/GCA_000906895.1_ViralProj195480","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/906/895/GCF_000906895.1_ViralProj195480"," Unknown:NC_020866.1/JF974307.1"
"Vibrio phage PWH3a-P1","Viruses;Other;Myoviridae","","PRJNA47561","GCA_000904415.1","Complete",0.129155,35.5," Unknown:NC_020863.1/HQ634156.1","bacteria",209,,"2013-03-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/904/415/GCA_000904415.1_ViralProj195481","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/904/415/GCF_000904415.1_ViralProj195481"," Unknown:NC_020863.1/HQ634156.1"
"Delftia phage PhiW-14","Viruses;Other;Other","","","GCA_000888055.1","Complete",0.157486,56.3," Unknown:NC_013697.1/GQ357915.1","bacteria",236,,"2009-09-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/888/055/GCA_000888055.1_ViralProj42945","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/888/055/GCF_000888055.1_ViralProj42945"," Unknown:NC_013697.1/GQ357915.1"
"Clavibacter phage CMP1","Viruses;Other;Other","","","GCA_000887075.1","Complete",0.058652,57," Unknown:NC_013698.1/GQ241246.1","bacteria",74,,"2009-11-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/887/075/GCA_000887075.1_ViralProj42947","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/887/075/GCF_000887075.1_ViralProj42947"," Unknown:NC_013698.1/GQ241246.1"
"Pseudomonas phage LIT1","Viruses;Other;Schitoviridae","","","GCA_000884615.1","Complete",0.072544,55," Unknown:NC_013692.1/FN422399.1","bacteria",90,,"2009-09-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/884/615/GCA_000884615.1_ViralProj42949","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/884/615/GCF_000884615.1_ViralProj42949"," Unknown:NC_013692.1/FN422399.1"
"Pseudomonas phage LUZ7","Viruses;Other;Schitoviridae","","","GCA_000886235.1","Complete",0.074901,53.2," Unknown:NC_013691.1/FN422398.1","bacteria",115,,"2009-09-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/886/235/GCA_000886235.1_ViralProj42951","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/886/235/GCF_000886235.1_ViralProj42951"," Unknown:NC_013691.1/FN422398.1"
"Synechococcus phage S-CAM1","Viruses;Other;Kyanoviridae","","PRJNA47615","GCA_000906915.1","Complete",0.198013,43," Unknown:NC_020837.1/HQ634177.1","bacteria",231,5,"2013-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/906/915/GCA_000906915.1_ViralProj195484","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/906/915/GCF_000906915.1_ViralProj195484"," Unknown:NC_020837.1/HQ634177.1"
"Salicola phage CGphi29","Viruses;Other;Siphoviridae","","PRJNA47631","GCA_000904435.1","Complete",0.040695,56.4," Unknown:NC_020844.1/HQ634153.1","bacteria",64,,"2013-03-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/904/435/GCA_000904435.1_ViralProj195485","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/904/435/GCF_000904435.1_ViralProj195485"," Unknown:NC_020844.1/HQ634153.1"
"Synechococcus phage S-RIP2","Viruses;Other;Autographiviridae","","PRJNA47635","GCA_000906055.1","Complete",0.045728,47.3," Unknown:NC_020838.1/HQ317389.1","bacteria",54,,"2013-03-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/906/055/GCA_000906055.1_ViralProj195486","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/906/055/GCF_000906055.1_ViralProj195486"," Unknown:NC_020838.1/HQ317389.1"
"Synechococcus phage S-RIP1","Viruses;Other;Autographiviridae","","PRJNA47637","GCA_000905455.1","Complete",0.044892,42.9," Unknown:NC_020867.1/HQ317388.1","bacteria",55,,"2013-03-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/905/455/GCA_000905455.1_ViralProj195487","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/905/455/GCF_000905455.1_ViralProj195487"," Unknown:NC_020867.1/HQ317388.1"
"Synechococcus phage S-IOM18","Viruses;Other;Kyanoviridae","","PRJNA47645","GCA_000908735.1","Complete",0.171797,40.6," Unknown:NC_021536.1/HQ317383.1","bacteria",209,,"2013-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/908/735/GCA_000908735.1_ViralProj209067","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/735/GCF_000908735.1_ViralProj209067"," Unknown:NC_021536.1/HQ317383.1"
"Synechococcus phage S-SKS1","Viruses;Other;Other","","PRJNA47647","GCA_000904455.1","Complete",0.208007,36," Unknown:NC_020851.1/HQ633071.1","bacteria",281,,"2013-03-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/904/455/GCA_000904455.1_ViralProj195489","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/904/455/GCF_000904455.1_ViralProj195489"," Unknown:NC_020851.1/HQ633071.1"
"Prochlorococcus phage P-SSM3","Viruses;Other;Kyanoviridae","","PRJNA47671","GCA_000907775.1","Complete",0.179063,36.7," Unknown:NC_021559.1/HQ337021.1","bacteria",214,,"2013-06-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/907/775/GCA_000907775.1_ViralProj209210","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/907/775/GCF_000907775.1_ViralProj209210"," Unknown:NC_021559.1/HQ337021.1"
"Vibrio phage VBP32","Viruses;Other;Schitoviridae","","PRJNA47675","GCA_000906955.1","Complete",0.076718,42.5," Unknown:NC_020868.1/HQ634196.1","bacteria",115,,"2013-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/906/955/GCA_000906955.1_ViralProj195492","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/906/955/GCF_000906955.1_ViralProj195492"," Unknown:NC_020868.1/HQ634196.1"
"Vibrio phage VBP47","Viruses;Other;Schitoviridae","","PRJNA47677","GCA_000904475.1","Complete",0.076705,42.5," Unknown:NC_020848.1/HQ634194.1","bacteria",115,,"2013-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/904/475/GCA_000904475.1_ViralProj195493","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/904/475/GCF_000904475.1_ViralProj195493"," Unknown:NC_020848.1/HQ634194.1"
